,sentences,chapter_count,narration_is_0_dialogue_is_1,sentence_length,all_pos_counts,parts_of_speech_total_count,POS_PRON_count,POS_VERB_count,POS_ADP_count,POS_DET_count,POS_ADJ_count,POS_NOUN_count,POS_CCONJ_count,POS_PUNCT_count,POS_SCONJ_count,POS_ADV_count,POS_AUX_count,POS_PROPN_count,POS_NUM_count,POS_PART_count,POS_INTJ_count,POS_X_count,POS_SPACE_count,%POS_PRON_count,%POS_VERB_count,%POS_ADP_count,%POS_DET_count,%POS_ADJ_count,%POS_NOUN_count,%POS_CCONJ_count,%POS_PUNCT_count,%POS_SCONJ_count,%POS_ADV_count,%POS_AUX_count,%POS_PROPN_count,%POS_NUM_count,%POS_PART_count,%POS_INTJ_count,%POS_X_count,%POS_SPACE_count
40,For you see Miss Lucy Graham was blessed with that magic power of fascination by which a woman can charm with a word or intoxicate with a smile.,chapter_1,0,28,"[['SCONJ', 1], ['PRON', 2], ['VERB', 3], ['PROPN', 3], ['AUX', 2], ['ADP', 5], ['DET', 4], ['ADJ', 2], ['NOUN', 5], ['CCONJ', 1], ['PUNCT', 1]]",29,2.0,3.0,5.0,4.0,2.0,5.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6.897,10.345,17.241,13.793,6.897,17.241,3.448,3.448,3.448,0.0,6.897,10.345,0.0,0.0,0.0,0.0,0.0
41,Every one loved admired and praised her.,chapter_1,0,7,"[['DET', 1], ['NOUN', 1], ['VERB', 3], ['CCONJ', 1], ['PRON', 1], ['PUNCT', 1]]",8,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,37.5,0.0,12.5,0.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,The boy who opened the fivebarred gate that stood in her pathway ran home to his mother to tell of her pretty looks and the sweet voice in which she thanked him for the little service.,chapter_1,0,36,"[['DET', 4], ['NOUN', 7], ['PRON', 8], ['VERB', 6], ['ADP', 5], ['ADV', 1], ['PART', 1], ['ADJ', 3], ['CCONJ', 1], ['PUNCT', 1]]",37,8.0,6.0,5.0,4.0,3.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.622,16.216,13.514,10.811,8.108,18.919,2.703,2.703,0.0,2.703,0.0,0.0,0.0,2.703,0.0,0.0,0.0
43,The verger at the church who ushered her into the surgeon's pew; the vicar who saw the soft blue eyes uplifted to his face as he preached his simple sermon; the porter from the railway station who brought her sometimes a letter or a parcel and who never looked for reward from her; her employer; his visitors; her pupils; the servants; everybody high and low united in declaring that Lucy Graham was the sweetest girl that ever lived.,chapter_1,0,78,"[['DET', 11], ['NOUN', 19], ['ADP', 7], ['PRON', 15], ['VERB', 8], ['PART', 1], ['PUNCT', 8], ['ADJ', 6], ['SCONJ', 2], ['ADV', 4], ['CCONJ', 3], ['PROPN', 2], ['AUX', 1]]",87,15.0,8.0,7.0,11.0,6.0,19.0,3.0,8.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,17.241,9.195,8.046,12.644,6.897,21.839,3.448,9.195,2.299,4.598,1.149,2.299,0.0,1.149,0.0,0.0,0.0
44,Perhaps it was the rumor of this which penetrated into the quiet chamber of Audley Court; or perhaps it was the sight of her pretty face looking over the surgeon's high pew every Sunday morning; however it was it was certain that Sir Michael Audley suddenly experienced a strong desire to be better acquainted with Mrprd Dawson's governess.,chapter_1,0,58,"[['ADV', 5], ['PRON', 7], ['AUX', 5], ['DET', 6], ['NOUN', 9], ['ADP', 6], ['VERB', 4], ['ADJ', 5], ['PROPN', 8], ['PUNCT', 3], ['CCONJ', 1], ['PART', 3], ['SCONJ', 1]]",63,7.0,4.0,6.0,6.0,5.0,9.0,1.0,3.0,1.0,5.0,5.0,8.0,0.0,3.0,0.0,0.0,0.0,11.111,6.349,9.524,9.524,7.937,14.286,1.587,4.762,1.587,7.937,7.937,12.698,0.0,4.762,0.0,0.0,0.0
45,He had only to hint his wish to the worthy doctor for a little party to be got up to which the vicar and his wife and the baronet and his daughter were invited.,chapter_1,0,34,"[['PRON', 5], ['VERB', 4], ['ADV', 1], ['PART', 3], ['NOUN', 7], ['ADP', 3], ['DET', 4], ['ADJ', 2], ['AUX', 2], ['CCONJ', 3], ['PUNCT', 1]]",35,5.0,4.0,3.0,4.0,2.0,7.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,14.286,11.429,8.571,11.429,5.714,20.0,8.571,2.857,0.0,2.857,5.714,0.0,0.0,8.571,0.0,0.0,0.0
46,That one quiet evening sealed Sir Michael's fate.,chapter_1,0,8,"[['DET', 1], ['NUM', 1], ['ADJ', 1], ['NOUN', 2], ['VERB', 1], ['PROPN', 2], ['PART', 1], ['PUNCT', 1]]",10,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,20.0,0.0,10.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0
47,He could no more resist the tender fascination of those soft and melting blue eyes; the graceful beauty of that slender throat and drooping head with its wealth of showering flaxen curls; the low music of that gentle voice; the perfect harmony which pervaded every charm and made all doubly charming in this woman; than he could resist his destiny!,chapter_1,0,60,"[['PRON', 7], ['AUX', 2], ['ADV', 3], ['VERB', 7], ['DET', 8], ['ADJ', 8], ['NOUN', 15], ['ADP', 6], ['CCONJ', 3], ['PUNCT', 5], ['SCONJ', 1]]",65,7.0,7.0,6.0,8.0,8.0,15.0,3.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.769,10.769,9.231,12.308,12.308,23.077,4.615,7.692,1.538,4.615,3.077,0.0,0.0,0.0,0.0,0.0,0.0
48,Destiny!,chapter_1,0,1,"[['PROPN', 1], ['PUNCT', 1]]",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
49,Why she was his destiny!,chapter_1,0,5,"[['SCONJ', 1], ['PRON', 2], ['AUX', 1], ['NOUN', 1], ['PUNCT', 1]]",6,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,16.667,0.0,16.667,16.667,0.0,16.667,0.0,0.0,0.0,0.0,0.0,0.0
50,He had never loved before.,chapter_1,0,5,"[['PRON', 1], ['AUX', 1], ['ADV', 2], ['VERB', 1], ['PUNCT', 1]]",6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,16.667,0.0,0.0,0.0,0.0,0.0,16.667,0.0,33.333,16.667,0.0,0.0,0.0,0.0,0.0,0.0
51,What had been his marriage with Alicia's mother but a dull jogtrot bargain made to keep some estate in the family that would have been just as well out of it?,chapter_1,0,31,"[['PRON', 4], ['AUX', 5], ['NOUN', 5], ['ADP', 4], ['PROPN', 1], ['PART', 2], ['CCONJ', 1], ['DET', 3], ['ADJ', 2], ['VERB', 2], ['ADV', 3], ['PUNCT', 1]]",33,4.0,2.0,4.0,3.0,2.0,5.0,1.0,1.0,0.0,3.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,12.121,6.061,12.121,9.091,6.061,15.152,3.03,3.03,0.0,9.091,15.152,3.03,0.0,6.061,0.0,0.0,0.0
52,What had been his love for his first wife but a poor pitiful smoldering spark too dull to be extinguished too feeble to burn?,chapter_1,0,24,"[['PRON', 3], ['AUX', 3], ['NOUN', 3], ['ADP', 1], ['ADJ', 5], ['CCONJ', 1], ['DET', 1], ['VERB', 3], ['ADV', 2], ['PART', 2], ['PUNCT', 1]]",25,3.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,12.0,4.0,4.0,20.0,12.0,4.0,4.0,0.0,8.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0
53,But this was love this fever this longing this restless uncertain miserable hesitation; these cruel fears that his age was an insurmountable barrier to his happiness; this sick hatred of his white beard; this frenzied wish to be young again with glistening raven hair and a slim waist such as he had twenty years before; these wakeful nights and melancholy days so gloriously brightened if he chanced to catch a glimpse of her sweet face behind the window curtains as he drove past the surgeon's house; all these signs gave token of the truth and told only too plainly that at the sober age of fiftyfive Sir Michael Audley had fallen ill of the terrible fever called love.,chapter_1,0,118,"[['CCONJ', 4], ['PRON', 8], ['AUX', 4], ['NOUN', 27], ['DET', 17], ['ADV', 8], ['ADJ', 17], ['PUNCT', 6], ['SCONJ', 5], ['ADP', 10], ['PROPN', 5], ['PART', 3], ['VERB', 10], ['NUM', 1]]",125,8.0,10.0,10.0,17.0,17.0,27.0,4.0,6.0,5.0,8.0,4.0,5.0,1.0,3.0,0.0,0.0,0.0,6.4,8.0,8.0,13.6,13.6,21.6,3.2,4.8,4.0,6.4,3.2,4.0,0.8,2.4,0.0,0.0,0.0
54,I do not think that throughout his courtship the baronet once calculated upon his wealth or his position as reasons for his success.,chapter_1,0,23,"[['PRON', 5], ['AUX', 1], ['PART', 1], ['VERB', 2], ['SCONJ', 2], ['ADP', 3], ['NOUN', 6], ['DET', 1], ['ADV', 1], ['CCONJ', 1], ['PUNCT', 1]]",24,5.0,2.0,3.0,1.0,0.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20.833,8.333,12.5,4.167,0.0,25.0,4.167,4.167,8.333,4.167,4.167,0.0,0.0,4.167,0.0,0.0,0.0
55,If he ever remembered these things he dismissed the thought of them with a shudder.,chapter_1,0,15,"[['SCONJ', 1], ['PRON', 3], ['ADV', 1], ['VERB', 2], ['DET', 3], ['NOUN', 3], ['ADP', 2], ['PUNCT', 1]]",16,3.0,2.0,2.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,12.5,12.5,18.75,0.0,18.75,0.0,6.25,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,It pained him too much to believe for a moment that any one so lovely and innocent could value herself against a splendid house or a good old title.,chapter_1,0,29,"[['PRON', 3], ['VERB', 3], ['ADV', 3], ['PART', 1], ['ADP', 2], ['DET', 4], ['NOUN', 3], ['SCONJ', 1], ['NUM', 1], ['ADJ', 5], ['CCONJ', 2], ['AUX', 1], ['PUNCT', 1]]",30,3.0,3.0,2.0,4.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,6.667,13.333,16.667,10.0,6.667,3.333,3.333,10.0,3.333,0.0,3.333,3.333,0.0,0.0,0.0
57,No; his hope was that as her life had been most likely one of toil and dependence and as she was very young nobody exactly knew her age but she looked little more than twenty she might never have formed any attachment and that he being the first to woo her might by tender attentions by generous watchfulness by a love which should recall to her the father she had lost and by a protecting care that should make him necessary to her win her young heart and obtain from her fresh and earliest love the promise of her hand.,chapter_1,0,100,"[['INTJ', 1], ['PUNCT', 2], ['PRON', 18], ['NOUN', 17], ['AUX', 10], ['SCONJ', 4], ['ADV', 5], ['ADJ', 9], ['NUM', 2], ['ADP', 10], ['CCONJ', 7], ['VERB', 10], ['DET', 6], ['PART', 1]]",102,18.0,10.0,10.0,6.0,9.0,17.0,7.0,2.0,4.0,5.0,10.0,0.0,2.0,1.0,1.0,0.0,0.0,17.647,9.804,9.804,5.882,8.824,16.667,6.863,1.961,3.922,4.902,9.804,0.0,1.961,0.98,0.98,0.0,0.0
58,It was a very romantic daydream no doubt; but for all that it seemed in a very fair way to be realized.,chapter_1,0,22,"[['PRON', 4], ['AUX', 2], ['DET', 3], ['ADV', 2], ['ADJ', 2], ['NOUN', 3], ['PUNCT', 2], ['CCONJ', 1], ['SCONJ', 1], ['VERB', 2], ['ADP', 1], ['PART', 1]]",24,4.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,16.667,8.333,4.167,12.5,8.333,12.5,4.167,8.333,4.167,8.333,8.333,0.0,0.0,4.167,0.0,0.0,0.0
59,Lucy Graham appeared by no means to dislike the baronet's attentions.,chapter_1,0,11,"[['PROPN', 2], ['VERB', 2], ['ADP', 1], ['DET', 2], ['NOUN', 3], ['PART', 2], ['PUNCT', 1]]",13,0.0,2.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,15.385,7.692,15.385,0.0,23.077,0.0,7.692,0.0,0.0,0.0,15.385,0.0,15.385,0.0,0.0,0.0
60,There was nothing whatever in her manner that betrayed the shallow artifices employed by a woman who wishes to captivate a rich man.,chapter_1,0,23,"[['PRON', 6], ['VERB', 5], ['ADP', 2], ['NOUN', 4], ['DET', 3], ['ADJ', 2], ['PART', 1], ['PUNCT', 1]]",24,6.0,5.0,2.0,3.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,20.833,8.333,12.5,8.333,16.667,0.0,4.167,0.0,0.0,0.0,0.0,0.0,4.167,0.0,0.0,0.0
61,She was so accustomed to admiration from every one high and low that Sir Michael's conduct made very little impression upon her.,chapter_1,0,22,"[['PRON', 2], ['AUX', 1], ['ADV', 2], ['ADJ', 4], ['ADP', 2], ['NOUN', 3], ['DET', 1], ['NUM', 1], ['CCONJ', 1], ['SCONJ', 2], ['PROPN', 2], ['PART', 1], ['VERB', 1], ['PUNCT', 1]]",24,2.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,8.333,4.167,8.333,4.167,16.667,12.5,4.167,4.167,8.333,8.333,4.167,8.333,4.167,4.167,0.0,0.0,0.0
62,Again he had been so many years a widower that people had given up the idea of his ever marrying again.,chapter_1,0,21,"[['ADV', 4], ['PRON', 3], ['AUX', 3], ['ADJ', 1], ['NOUN', 4], ['DET', 2], ['VERB', 2], ['ADP', 2], ['PUNCT', 1]]",22,3.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.636,9.091,9.091,9.091,4.545,18.182,0.0,4.545,0.0,18.182,13.636,0.0,0.0,0.0,0.0,0.0,0.0
63,At last however Mrsprd Dawson spoke to the governess on the subject.,chapter_1,0,12,"[['ADP', 3], ['ADJ', 1], ['ADV', 1], ['PROPN', 2], ['VERB', 1], ['DET', 2], ['NOUN', 2], ['PUNCT', 1]]",13,0.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.692,23.077,15.385,7.692,15.385,0.0,7.692,0.0,7.692,0.0,15.385,0.0,0.0,0.0,0.0,0.0
64,The surgeon's wife was sitting in the schoolroom busy at work while Lucy was putting the finishing touches on some watercolor sketches done by her pupils.,chapter_1,0,26,"[['DET', 4], ['NOUN', 8], ['PART', 1], ['AUX', 2], ['VERB', 3], ['ADP', 4], ['ADJ', 2], ['SCONJ', 1], ['PROPN', 1], ['PRON', 1], ['PUNCT', 1]]",28,1.0,3.0,4.0,4.0,2.0,8.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.571,10.714,14.286,14.286,7.143,28.571,0.0,3.571,3.571,0.0,7.143,3.571,0.0,3.571,0.0,0.0,0.0
65,"""Do you know my dear Miss Graham"" said Mrsprd Dawson ""I think you ought to consider yourself a remarkably lucky girl?""",chapter_1,1,21,"[['PUNCT', 5], ['AUX', 2], ['PRON', 5], ['VERB', 4], ['ADJ', 2], ['PROPN', 4], ['PART', 1], ['DET', 1], ['ADV', 1], ['NOUN', 1]]",26,5.0,4.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,19.231,15.385,0.0,3.846,7.692,3.846,0.0,19.231,0.0,3.846,7.692,15.385,0.0,3.846,0.0,0.0,0.0
66,The governess lifted her head from its stooping attitude and stared wonderingly at her employer shaking back a shower of curls.,chapter_1,0,21,"[['DET', 2], ['NOUN', 6], ['VERB', 3], ['PRON', 3], ['ADP', 4], ['ADJ', 1], ['CCONJ', 1], ['ADV', 1], ['PUNCT', 1]]",22,3.0,3.0,4.0,2.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.636,13.636,18.182,9.091,4.545,27.273,4.545,4.545,0.0,4.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,They were the most wonderful curls in the world soft and feathery always floating away from her face and making a pale halo round her head when the sunlight shone through them.,chapter_1,0,32,"[['PRON', 4], ['AUX', 1], ['DET', 4], ['ADV', 3], ['ADJ', 3], ['NOUN', 7], ['ADP', 3], ['CCONJ', 2], ['VERB', 4], ['SCONJ', 1], ['PUNCT', 1]]",33,4.0,4.0,3.0,4.0,3.0,7.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.121,12.121,9.091,12.121,9.091,21.212,6.061,3.03,3.03,9.091,3.03,0.0,0.0,0.0,0.0,0.0,0.0
68,"""What do you mean my dear Mrsprd Dawson?""",chapter_1,1,8,"[['PUNCT', 3], ['PRON', 3], ['AUX', 1], ['VERB', 1], ['ADJ', 1], ['PROPN', 2]]",11,3.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,27.273,9.091,0.0,0.0,9.091,0.0,0.0,27.273,0.0,0.0,9.091,18.182,0.0,0.0,0.0,0.0,0.0
69,she asked dipping her camel'shair brush into the wet aquamarine upon the palette and poising it carefully before putting in the delicate streak of purple which was to brighten the horizon in her pupil's sketch.,chapter_1,0,35,"[['PRON', 5], ['VERB', 5], ['NOUN', 9], ['ADP', 5], ['DET', 4], ['ADJ', 2], ['SCONJ', 1], ['CCONJ', 1], ['ADV', 1], ['AUX', 1], ['PART', 2], ['PUNCT', 1]]",37,5.0,5.0,5.0,4.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,13.514,13.514,13.514,10.811,5.405,24.324,2.703,2.703,2.703,2.703,2.703,0.0,0.0,5.405,0.0,0.0,0.0
70,"""Why I mean my dear that it only rests with yourself to become Lady Audley and the mistress of Audley Court.""",chapter_1,1,21,"[['PUNCT', 3], ['SCONJ', 2], ['PRON', 4], ['VERB', 3], ['NOUN', 2], ['ADV', 1], ['ADP', 2], ['PART', 1], ['PROPN', 4], ['CCONJ', 1], ['DET', 1]]",24,4.0,3.0,2.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,16.667,12.5,8.333,4.167,0.0,8.333,4.167,12.5,8.333,4.167,0.0,16.667,0.0,4.167,0.0,0.0,0.0
71,Lucy Graham dropped the brush upon the picture and flushed scarlet to the roots of her fair hair; and then grew pale again far paler than Mrsprd Dawson had ever seen her before.,chapter_1,0,33,"[['PROPN', 4], ['VERB', 4], ['DET', 3], ['NOUN', 6], ['SCONJ', 1], ['CCONJ', 2], ['ADP', 3], ['PRON', 2], ['ADJ', 3], ['PUNCT', 2], ['ADV', 4], ['AUX', 1]]",35,2.0,4.0,3.0,3.0,3.0,6.0,2.0,2.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,5.714,11.429,8.571,8.571,8.571,17.143,5.714,5.714,2.857,11.429,2.857,11.429,0.0,0.0,0.0,0.0,0.0
72,"""My dear don't agitate yourself"" said the surgeon's wife soothingly; ""you know that nobody asks you to marry Sir Michael unless you wish.",chapter_1,1,23,"[['PUNCT', 5], ['PRON', 6], ['ADJ', 1], ['AUX', 1], ['PART', 3], ['VERB', 6], ['DET', 1], ['NOUN', 2], ['ADV', 1], ['SCONJ', 2], ['PROPN', 2]]",30,6.0,6.0,0.0,1.0,1.0,2.0,0.0,5.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,20.0,20.0,0.0,3.333,3.333,6.667,0.0,16.667,6.667,3.333,3.333,6.667,0.0,10.0,0.0,0.0,0.0
73,Of course it would be a magnificent match; he has a splendid income and is one of the most generous of men.,chapter_1,1,22,"[['ADV', 3], ['PRON', 2], ['AUX', 3], ['DET', 3], ['ADJ', 3], ['NOUN', 3], ['PUNCT', 2], ['VERB', 1], ['CCONJ', 1], ['NUM', 1], ['ADP', 2]]",24,2.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,8.333,4.167,8.333,12.5,12.5,12.5,4.167,8.333,0.0,12.5,12.5,0.0,4.167,0.0,0.0,0.0,0.0
74,Your position would be very high and you would be enabled to do a great deal of good; but as I said before you must be entirely guided by your own feelings.,chapter_1,1,32,"[['PRON', 5], ['NOUN', 4], ['AUX', 6], ['ADV', 2], ['ADJ', 3], ['CCONJ', 2], ['VERB', 4], ['PART', 1], ['DET', 1], ['ADP', 2], ['PUNCT', 2], ['SCONJ', 2]]",34,5.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,14.706,11.765,5.882,2.941,8.824,11.765,5.882,5.882,5.882,5.882,17.647,0.0,0.0,2.941,0.0,0.0,0.0
75,"Only one thing I must say and that is that if Sir Michael's attentions are not agreeable to you it is really scarcely honorable to encourage him.""",chapter_1,1,27,"[['ADV', 3], ['NUM', 1], ['NOUN', 2], ['PRON', 5], ['AUX', 4], ['VERB', 2], ['CCONJ', 1], ['SCONJ', 2], ['PROPN', 2], ['PART', 3], ['ADJ', 2], ['ADP', 1], ['PUNCT', 2]]",30,5.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,16.667,6.667,3.333,0.0,6.667,6.667,3.333,6.667,6.667,10.0,13.333,6.667,3.333,10.0,0.0,0.0,0.0
76,"""His attentions encourage him!""",chapter_1,1,4,"[['PUNCT', 3], ['PRON', 2], ['NOUN', 1], ['VERB', 1]]",7,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571,14.286,0.0,0.0,0.0,14.286,0.0,42.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,muttered Lucy as if the words bewildered her.,chapter_1,0,8,"[['VERB', 2], ['PROPN', 1], ['SCONJ', 2], ['DET', 1], ['NOUN', 1], ['PRON', 1], ['PUNCT', 1]]",9,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.111,22.222,0.0,11.111,0.0,11.111,0.0,11.111,22.222,0.0,0.0,11.111,0.0,0.0,0.0,0.0,0.0
78,"""Pray pray don't talk to me Mrsprd Dawson.",chapter_1,1,8,"[['PUNCT', 2], ['VERB', 2], ['NOUN', 1], ['AUX', 1], ['PART', 1], ['ADP', 1], ['PRON', 1], ['PROPN', 2]]",11,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,9.091,18.182,9.091,0.0,0.0,9.091,0.0,18.182,0.0,0.0,9.091,18.182,0.0,9.091,0.0,0.0,0.0
79,I had no idea of this.,chapter_1,1,6,"[['PRON', 2], ['VERB', 1], ['DET', 1], ['NOUN', 1], ['ADP', 1], ['PUNCT', 1]]",7,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571,14.286,14.286,14.286,0.0,14.286,0.0,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,"It is the last thing that would have occurred to me.""",chapter_1,1,11,"[['PRON', 3], ['AUX', 3], ['DET', 1], ['ADJ', 1], ['NOUN', 1], ['VERB', 1], ['ADP', 1], ['PUNCT', 2]]",13,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.077,7.692,7.692,7.692,7.692,7.692,0.0,15.385,0.0,0.0,23.077,0.0,0.0,0.0,0.0,0.0,0.0
81,She leaned her elbows on the drawingboard before her and clasping her hands over her face seemed for some minutes to be thinking deeply.,chapter_1,0,24,"[['PRON', 5], ['VERB', 4], ['NOUN', 5], ['ADP', 3], ['DET', 2], ['CCONJ', 1], ['SCONJ', 1], ['PART', 1], ['AUX', 1], ['ADV', 1], ['PUNCT', 1]]",25,5.0,4.0,3.0,2.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,16.0,12.0,8.0,0.0,20.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
82,She wore a narrow black ribbon round her neck with a locket or a cross or a miniature perhaps attached to it; but whatever the trinket was she always kept it hidden under her dress.,chapter_1,0,35,"[['PRON', 7], ['VERB', 5], ['DET', 5], ['ADJ', 2], ['NOUN', 7], ['ADP', 3], ['CCONJ', 3], ['ADV', 2], ['PUNCT', 2], ['AUX', 1]]",37,7.0,5.0,3.0,5.0,2.0,7.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.919,13.514,8.108,13.514,5.405,18.919,8.108,5.405,0.0,5.405,2.703,0.0,0.0,0.0,0.0,0.0,0.0
83,Once or twice while she sat silently thinking she removed one of her hands from before her face and fidgeted nervously with the ribbon clutching at it with a halfangry gesture and twisting it backward and forward between her fingers.,chapter_1,0,40,"[['ADV', 6], ['CCONJ', 4], ['SCONJ', 1], ['PRON', 7], ['VERB', 5], ['NUM', 1], ['ADP', 7], ['NOUN', 6], ['DET', 2], ['ADJ', 1], ['PUNCT', 1]]",41,7.0,5.0,7.0,2.0,1.0,6.0,4.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.073,12.195,17.073,4.878,2.439,14.634,9.756,2.439,2.439,14.634,0.0,0.0,2.439,0.0,0.0,0.0,0.0
84,"""I think some people are born to be unlucky Mrsprd Dawson"" she said byandby; ""it would be a great deal too much good fortune for me to become Lady Audley.""",chapter_1,1,30,"[['PUNCT', 6], ['PRON', 4], ['VERB', 4], ['DET', 2], ['NOUN', 4], ['AUX', 4], ['PART', 2], ['ADJ', 3], ['PROPN', 4], ['ADV', 2], ['SCONJ', 1]]",36,4.0,4.0,0.0,2.0,3.0,4.0,0.0,6.0,1.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,11.111,11.111,0.0,5.556,8.333,11.111,0.0,16.667,2.778,5.556,11.111,11.111,0.0,5.556,0.0,0.0,0.0
85,She said this with so much bitterness in her tone that the surgeon's wife looked up at her with surprise.,chapter_1,0,20,"[['PRON', 4], ['VERB', 2], ['ADP', 5], ['ADV', 1], ['ADJ', 1], ['NOUN', 5], ['SCONJ', 1], ['DET', 1], ['PART', 1], ['PUNCT', 1]]",22,4.0,2.0,5.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.182,9.091,22.727,4.545,4.545,22.727,0.0,4.545,4.545,4.545,0.0,0.0,0.0,4.545,0.0,0.0,0.0
